,suite,fid,iid
0,all,21,1
1,cec2013,23,1
2,all,45,1
3,all,115,1
4,all,16,1
5,bbob,23,3
6,all,22,1
7,all,80,1
8,all,40,1
9,bbob,3,2
10,bbob,23,1
11,all,66,1
12,all,110,1
13,all,34,1
14,bbob,18,5
15,all,77,1
16,all,75,1
17,all,103,1
18,all,20,1
19,all,114,1
20,bbob,17,4
21,all,37,1
22,all,90,1
23,bbob,23,2
24,bbob,19,4
25,all,2,1
26,all,1,1
27,all,5,1
28,all,49,1
29,bbob,23,5
30,all,94,1
31,all,43,1
32,bbob,17,5
33,all,95,1
34,all,118,1
35,all,47,1
36,all,3,1
37,bbob,17,2
38,all,39,1
39,all,84,1
40,all,69,1
41,all,104,1
42,bbob,19,1
43,all,99,1
44,bbob,22,3
45,bbob,14,2
46,bbob,1,4
47,all,14,1
48,all,38,1
49,all,35,1
50,all,15,1
