,suite,fid,iid
0,cec2014,30,1
1,all,22,1
2,all,37,1
3,all,35,1
4,all,19,1
5,all,91,1
6,all,75,1
7,bbob,23,1
8,bbob,14,1
9,all,48,1
10,all,2,1
11,bbob,1,4
12,bbob,22,3
13,bbob,17,5
14,all,59,1
15,all,96,1
16,all,114,1
17,all,10,1
18,all,27,1
19,all,45,1
20,all,16,1
21,all,116,1
22,all,87,1
23,bbob,21,1
24,all,49,1
25,bbob,19,4
26,all,77,1
27,bbob,18,5
28,all,43,1
29,all,80,1
30,all,15,1
31,all,61,1
32,all,107,1
33,all,40,1
34,all,100,1
35,all,99,1
36,bbob,23,5
37,all,103,1
38,all,3,1
39,bbob,23,2
40,all,84,1
41,bbob,1,3
42,bbob,14,2
43,bbob,19,1
44,bbob,17,2
45,all,39,1
46,all,14,1
47,all,104,1
48,all,47,1
