,suite,fid,iid
0,bbob,22,4
1,bbob,23,3
2,bbob,12,3
3,all,84,1
4,bbob,17,2
5,all,75,1
6,bbob,17,5
7,all,99,1
8,all,110,1
9,all,24,1
10,all,68,1
11,all,35,1
12,all,90,1
13,all,114,1
14,all,22,1
15,all,15,1
16,bbob,23,2
17,all,59,1
18,all,37,1
19,all,103,1
20,all,6,1
21,bbob,23,5
22,all,61,1
23,bbob,14,2
24,all,116,1
25,all,39,1
26,all,94,1
27,bbob,22,3
28,bbob,19,4
29,all,43,1
30,bbob,17,4
31,bbob,19,1
32,bbob,1,4
33,all,96,1
34,all,118,1
35,all,87,1
36,bbob,18,5
37,all,45,1
38,all,78,1
39,all,100,1
40,all,14,1
41,bbob,14,4
42,bbob,14,1
43,all,34,1
44,all,25,1
45,all,47,1
46,all,80,1
47,all,49,1
48,all,104,1
49,all,40,1
50,all,95,1
