,suite,fid,iid
0,all,14,1
1,bbob,16,4
2,cec2013,11,1
3,all,5,1
4,all,16,1
5,all,38,1
6,all,93,1
7,all,49,1
8,all,115,1
9,all,40,1
10,all,84,1
11,all,42,1
12,bbob,1,3
13,all,104,1
14,all,95,1
15,all,20,1
16,all,22,1
17,all,66,1
18,all,99,1
19,all,110,1
20,all,77,1
21,bbob,17,2
22,bbob,17,5
23,all,35,1
24,bbob,23,2
25,bbob,23,5
26,bbob,14,2
27,all,90,1
28,all,15,1
29,all,37,1
30,all,59,1
31,all,103,1
32,all,114,1
33,all,39,1
34,all,61,1
35,all,94,1
36,bbob,22,3
37,bbob,16,5
38,bbob,17,4
39,bbob,19,1
40,all,19,1
41,bbob,18,5
42,bbob,19,4
43,bbob,1,4
44,all,43,1
45,bbob,14,4
46,cec2014,28,1
47,bbob,14,1
48,all,47,1
49,all,80,1
50,all,45,1
